state,county,location_type,location_name,address1,address2,city,state_2,zip,notes,dates,hours
Maryland,Charles,Election Day Vote Center,Maurice J. McDough High School - Gymnasium,7165 Marshall Corner Road,,Pomfret,MD,20675,,2020/11/03,07:00-20:00
Maryland,Charles,Election Day Vote Center,North Point High School - Gymnasium,2500 Davis Road,,Waldorf,MD,20601,,2020/11/03,07:00-20:00
Maryland,Charles,Election Day Vote Center,Piccowaxen Middle School,12834 Rock Point Road,,Newburg,MD,20664,,2020/11/03,07:00-20:00
Maryland,Charles,Election Day Vote Center,Sacred Heart Church Friendship Hall,201 St. Mary's Avenue,,La Plata,MD,20646,,2020/11/03,07:00-20:00
Maryland,Charles,Election Day Vote Center,St. Charles High School - Gymnasium,5305 Piney Church Road,,Waldorf,MD,20602,,2020/11/03,07:00-20:00
Maryland,Charles,Election Day Vote Center,Thomas Stone High School - Cafeteria,3785 Leonardtown Road,,Waldorf,MD,20601,,2020/11/03,07:00-20:00
Maryland,Charles,Election Day Vote Center,Westlake High School - Gymnasium,3300 Middletown Road,,Waldorf,MD,20603,,2020/11/03,07:00-20:00
Maryland,Dorchester,Election Day Vote Center,Cambridge - South Dorchester High School,2475 Cambridge Beltway,,Cambridge,MD,21613,,2020/11/03,07:00-20:00
Maryland,Dorchester,Election Day Vote Center,Dorchester County Office Building,501 Court Lane,,Cambridge,MD,21613,,2020/11/03,07:00-20:00
Maryland,Dorchester,Election Day Vote Center,North Dorchester High School,5875 Cloverdale Road,,Hurlock,MD,21643,,2020/11/03,07:00-20:00
Maryland,Frederick,Election Day Vote Center,Brunswick Middle School,301 Cummings Drive,,Brunswick,MD,21716,,2020/11/03,07:00-20:00
Maryland,Frederick,Election Day Vote Center,Catoctin High School,14745 Sabillasville Road,,Thurmont,MD,21788,,2020/11/03,07:00-20:00
Maryland,Frederick,Election Day Vote Center,Cornerstone Fellowship Church,66 Waverley Drive,,Frederick,MD,21702,,2020/11/03,07:00-20:00
Maryland,Frederick,Election Day Vote Center,Frederick High School,650 Carroll Parkway,,Frederick,MD,21701,,2020/11/03,07:00-20:00
Maryland,Frederick,Election Day Vote Center,Governor Thomas Johnson High School,1501 North Market Street,,Frederick,MD,21701,,2020/11/03,07:00-20:00
Maryland,Frederick,Election Day Vote Center,Linganore High School,12013 Old Annapolis Road,,Frederick,MD,21701,,2020/11/03,07:00-20:00
Maryland,Frederick,Election Day Vote Center,Middletown High School,200 Schoolhouse Drive,,Middletown,MD,21769,,2020/11/03,07:00-20:00
Maryland,Frederick,Election Day Vote Center,Middletown VFD Activities Center,1 Fireman’s Lane,,Middletown,MD,21769,,2020/11/03,07:00-20:00
Maryland,Frederick,Election Day Vote Center,Oakdale High School,5850 Eaglehead Drive,,Ijamsville,MD,21754,,2020/11/03,07:00-20:00
Maryland,Frederick,Election Day Vote Center,Tuscarora High School,5312 Ballenger Creek Pike,,Frederick,MD,21703,,2020/11/03,07:00-20:00
Maryland,Frederick,Election Day Vote Center,Urbana High School,3471 Campus Drive,,Ijamsville,MD,21754,,2020/11/03,07:00-20:00
Maryland,Frederick,Election Day Vote Center,Urbana Regional Library,9020 Amelung Street,,Frederick,MD,21704,,2020/11/03,07:00-20:00
Maryland,Frederick,Election Day Vote Center,Walkersville High School,81 West Frederick Street,,Walkersville,MD,21793,,2020/11/03,07:00-20:00
Maryland,Frederick,Election Day Vote Center,William R. Talley Recreation Center,121 North Bentz Street,,Frederick,MD,21701,,2020/11/03,07:00-20:00
Maryland,Garrett,Election Day Vote Center,Northern High School,86 Pride Parkway,,Accident,MD,21520,,2020/11/03,07:00-20:00
Maryland,Garrett,Election Day Vote Center,Northern Outreach Center,12601 National Pike,,Grantsville,MD,21536,,2020/11/03,07:00-20:00
Maryland,Garrett,Election Day Vote Center,Oakland Community Center,14 N 8th Street,,Oakland,MD,21550,,2020/11/03,07:00-20:00
Maryland,Harford,Election Day Vote Center,Aberdeen Activity Center,7 Franklin Street,,Aberdeen,MD,21001,,2020/11/03,07:00-20:00
Maryland,Harford,Election Day Vote Center,Aberdeen High School,251 Paradise Road,,Aberdeen,MD,21001,,2020/11/03,07:00-20:00
Maryland,Harford,Election Day Vote Center,Bel Air High School,100 Heighe Street,,Bel Air,MD,21014,,2020/11/03,07:00-20:00
Maryland,Harford,Election Day Vote Center,C. Milton Wright High School,1301 N. Fountain Green Road,,Bel Air,MD,21015,,2020/11/03,07:00-20:00
Maryland,Harford,Election Day Vote Center,Dublin Elementary School,1527 Whiteford Road,,Street,MD,21154,,2020/11/03,07:00-20:00
Maryland,Harford,Election Day Vote Center,Edgewood High School,2415 Willoughby Beach Road,,Edgewood,MD,21040,,2020/11/03,07:00-20:00
Maryland,Harford,Election Day Vote Center,Edgewood Recreation Center,1980 Brookside Drive,,Edgewood,MD,21040,,2020/11/03,07:00-20:00
Maryland,Harford,Election Day Vote Center,Fallston High School,2301 Carrs Mill Road,,Fallston,MD,21047,,2020/11/03,07:00-20:00
Maryland,Harford,Election Day Vote Center,Forest Lakes Elementary School,100 Osborne Parkway,,Forest Hill,MD,21050,,2020/11/03,07:00-20:00
Maryland,Harford,Election Day Vote Center,Harford Technical High School,200 Thomas Run Road,,Bel Air,MD,21015,,2020/11/03,07:00-20:00
Maryland,Harford,Election Day Vote Center,Havre de Grace High School,700 Congress Avenue,,Havre de Grace,MD,21078,,2020/11/03,07:00-20:00
Maryland,Harford,Election Day Vote Center,Jarrettsville Fire Hall,3825 Federal Hill Road,,Jarrettsville,MD,21084,,2020/11/03,07:00-20:00
Maryland,Harford,Election Day Vote Center,Joppatowne Elementary School,407 Trimble Road,,Joppa,MD,21085,,2020/11/03,07:00-20:00
Maryland,Harford,Election Day Vote Center,McFaul Activities Center,525 W MacPhail Road,,Bel Air,MD,21014,,2020/11/03,07:00-20:00
Maryland,Harford,Election Day Vote Center,North Harford High School,211 Pylesville Road,,Pylesville,MD,21132,,2020/11/03,07:00-20:00
Maryland,Harford,Election Day Vote Center,Old Post Elementary School,2706 Old Philadelphia Road,,Abingdon,MD,21009,,2020/11/03,07:00-20:00
Maryland,Harford,Election Day Vote Center,Patterson Mill Middle/High School,85 Patterson Mill Road,,Bel Air,MD,21015,,2020/11/03,07:00-20:00
Maryland,Harford,Election Day Vote Center,Riverside Elementary School,211 Stillmeadow Drive,,Joppa,MD,21085,,2020/11/03,07:00-20:00
Maryland,Howard,Election Day Vote Center,Atholton High School,6520 Freetown Road,,Columbia,MD,21044,,2020/11/03,07:00-20:00
Maryland,Howard,Election Day Vote Center,Centennial High School,4300 Centennial Lane,,Ellicott City,MD,21042,,2020/11/03,07:00-20:00
Maryland,Howard,Election Day Vote Center,Elkridge Landing Middle School,7085 Montgomery Road,,Elkridge,MD,21075,,2020/11/03,07:00-20:00
Maryland,Howard,Election Day Vote Center,Glenelg High School,14025 Burntwoods Road,,Glenelg,MD,21737,,2020/11/03,07:00-20:00
Maryland,Howard,Election Day Vote Center,Hammond High School,8800 Guilford Road,,Columbia,MD,21046,,2020/11/03,07:00-20:00
Maryland,Howard,Election Day Vote Center,Howard High School,8700 Old Annapolis Road,,Ellicott City,MD,21043,,2020/11/03,07:00-20:00
Maryland,Howard,Election Day Vote Center,Laurel Woods Elementary School,9250 N. Laurel Road,,Laurel,MD,20723,,2020/11/03,07:00-20:00
Maryland,Howard,Election Day Vote Center,Lisbon Elementary School,15901 Frederick Road,,Lisbon,MD,21797,,2020/11/03,07:00-20:00
Maryland,Howard,Election Day Vote Center,Long Reach High School,6101 Old Dobbin Lane,,Columbia,MD,21045,,2020/11/03,07:00-20:00
Maryland,Howard,Election Day Vote Center,Marriotts Ridge High School,12100 Woodford Drive,,Marriottsville,MD,21104,,2020/11/03,07:00-20:00
Maryland,Howard,Election Day Vote Center,Meadowbrook Athletic Complex,5001 Meadowbrook Lane,,Ellicott City,MD,21043,,2020/11/03,07:00-20:00
Maryland,Howard,Election Day Vote Center,Mount Hebron High School,9440 Old Frederick Road,,Ellicott City,MD,21042,,2020/11/03,07:00-20:00
Maryland,Howard,Election Day Vote Center,Oakland Mills High School,9410 Kilimanjaro Road,,Columbia,MD,21045,,2020/11/03,07:00-20:00
Maryland,Howard,Election Day Vote Center,Patuxent Valley Middle School,9151 Vollmerhausen Road,,Jessup,MD,20794,,2020/11/03,07:00-20:00
Maryland,Howard,Election Day Vote Center,Reservoir High School,11550 Scaggsville Road,,Fulton,MD,20759,,2020/11/03,07:00-20:00
Maryland,Howard,Election Day Vote Center,River Hill High School,12101 Clarksville Pike,,Clarksville,MD,21029,,2020/11/03,07:00-20:00
Maryland,Howard,Election Day Vote Center,Wilde Lake High School,5460 Trumpeter Road,,Columbia,MD,21044,,2020/11/03,07:00-20:00
Maryland,Kent,Election Day Vote Center,Kent County Public Library,408 High Street,,Chestertown,MD,21620,,2020/11/03,07:00-20:00
Maryland,Kent,Election Day Vote Center,Millington Fire House,185 Sassafras Street,,Millington,MD,21651,,2020/11/03,07:00-20:00
Maryland,Kent,Election Day Vote Center,Rock Hall Fire Company,21500 Rock Hall Avenue,,Rock Hall,MD,21661,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,ACTIVITY CENTER AT BOHRER PARK,506 South Frederick Avenue,,Gaithersburg,MD,20877,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,ALBERT EINSTEIN HIGH SCHOOL,11135 Newport Mill Road,,Kensington,MD,20895,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,Bethesda Chevy-Chase High School - Cafeteria,4301 East-West Highway,,Bethesda,MD,20814,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,Bethesda Chevy-Chase High School - Gymnasium,4301 East-West Highway,,Bethesda,MD,20814,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,CLARKSBURG HIGH SCHOOL,22500 Wims Road,,Clarksburg,MD,20871,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,COL. ZADOK MAGRUDER HIGH SCHOOL,5939 Muncaster Mill Road,,Rockville,MD,20855,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,DAMASCUS COMMUNITY RECREATION CENTER,25520 Oak Drive,,Damascus,MD,20872,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,DAMASCUS HIGH SCHOOL,25921 Ridge Road,,Damascus,MD,20872,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,EXECUTIVE OFFICE BUILDING,101 Monroe Street,,Rockville,MD,20850,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,GAITHERSBURG HIGH SCHOOL,101 Education Boulevard,,Gaithersburg,MD,20877,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,GERMANTOWN COMMUNITY RECREATION CENTER,18905 Kingsview Road,,Germantown,MD,20874,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,JAMES HUBERT BLAKE HIGH SCHOOL,300 Norwood Road,,Silver Spring,MD,20905,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,JANE E. LAWTON COMMUNITY RECREATION CENTER,4301 Willow Lane,,Chevy Chase,MD,20815,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,JOHN F. KENNEDY HIGH SCHOOL,1901 Randolph Road,,Silver Spring,MD,20902,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,MARILYN J. PRAISNER COMMUNITY RECREATION CENTER,14906 Old Columbia Pike,,Burtonsville,MD,20866,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,MID-COUNTY COMMUNITY RECREATION CENTER,2004 Queensguard Road,,Silver Spring,MD,20906,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,MONTGOMERY BLAIR HIGH SCHOOL,51 University Boulevard East,,Silver Spring,MD,20901,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,"MONTGOMERY CO. CONFERENCE CENTER, MARRIOTT BETHESDA NORTH",5967 Executive Boulevard,,North Bethesda,MD,20852,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,NANCY H. DACEK N. POTOMAC COMMUNITY RECREATION CENTER,13850 Travilah Road,,Rockville,MD,20850,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,NORTHWEST HIGH SCHOOL,13501 Richter Farm Road,,Germantown,MD,20874,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,NORTHWOOD HIGH SCHOOL,919 University Boulevard West,,Silver Spring,MD,20901,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,PAINT BRANCH HIGH SCHOOL,14121 Old Columbia Pike,,Burtonsville,MD,20866,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,POOLESVILLE HIGH SCHOOL,17501 West Willard Road,,Poolesville,MD,20837,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,POTOMAC COMMUNITY RECREATION CENTER,11315 Falls Road,,Potomac,MD,20854,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,QUINCE ORCHARD HIGH SCHOOL,15800 Quince Orchard Road,,Gaithersburg,MD,20878,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,RICHARD MONTGOMERY HIGH SCHOOL,250 Richard Montgomery Drive,,Rockville,MD,20852,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,ROCKVILLE HIGH SCHOOL,2100 Baltimore Road,,Rockville,MD,20851,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,SANDY SPRING VOLUNTEER FIRE DEPT,17921 Brooke Road,,Sandy Spring,MD,20860,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,SENECA VALLEY HIGH SCHOOL,19401 Crystal Rock Drive,,Germantown,MD,20874,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,SHERWOOD HIGH SCHOOL,300 Olney-Sandy Spring Road,,Sandy Spring,MD,20860,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,SILVER SPRING CIVIC BUILDING,1 Veterans Place,,Silver Spring,MD,20910,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,SPRINGBROOK HIGH SCHOOL,201 Valley Brook Drive,,Silver Spring,MD,20904,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,THOMAS S. WOOTTON HIGH SCHOOL,2100 Wootton Parkway,,Rockville,MD,20850,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,WALT WHITMAN HIGH SCHOOL,7100 Whittier Boulevard,,Bethesda,MD,20817,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,WALTER JOHNSON HIGH SCHOOL,6400 Rock Spring Drive,,Bethesda,MD,20814,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,WATKINS MILL HIGH SCHOOL,10301 Apple Ridge Road,,Gaithersburg,MD,20879,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,WHEATON HIGH SCHOOL,12401 Dalewood Drive,,Silver Spring,MD,20906,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,Wheaton Library & Community Recreation Center,11701 Georgia Avenue,,Wheaton,MD,20902,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,WHITE OAK COMMUNITY RECREATION CENTER,1700 April Lane,,Silver Spring,MD,20904,,2020/11/03,07:00-20:00
Maryland,Montgomery,Election Day Vote Center,WINSTON CHURCHILL HIGH SCHOOL,11300 Gainsborough Road,,Potomac,MD,20854,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Accokeek VFD Training & Activity Center,16111 Livingston Road,,Accokeek,MD,20607,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Baden Community Center,13601 Baden-Westwood Road,,Brandywine,MD,20613,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Bladensburg High School,4200 57th Avenue,,Bladensburg,MD,20710,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Bowie Gymnasium,4100 Northview Drive,,Bowie,MD,20716,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Bowie High School,15200 Annapolis Road,,Bowie,MD,20715,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Bowie State University - James Gym,14000 Jericho Park Road,,Bowie,MD,20715,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Cedar Heights Community Center,1200 Glen Willow Drive,,Capitol Heights,MD,20743,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Central High at Forestville,7001 Beltz Drive,,Forestville,MD,20747,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Charles H. Flowers High School,10001 Ardwick Ardmore Road,,Upper Marlboro,MD,20774,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Crossland High School,6901 Temple Hill Road,,Temple Hills,MD,20748,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Deerfield Run School Community Center,13000 Laurel-Bowie Road,,Laurel,MD,20708,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,"Dr. Henry A. Wise, Jr. High School",12650 Brooke Lane,,Upper Marlboro,MD,20772,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Duval High School,9880 Good Luck Road,,Lanham,MD,20706,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Eleanor Roosevelt High School,7601 Hanover Parkway,,Greenbelt,MD,20770,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,FedEx Field,1600 FedEx Way,,Landover,MD,20785,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Frederick Douglass High School,8000 Croom Road,,Upper Marlboro,MD,20772,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Friendly High School,10000 Allentown Road,,Fort Washington,MD,20744,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Glenn Dale Community Center,11901 Glenn Dale Boulevard,,Glenn Dale,MD,20769,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,High Point High School,3601 Powder Mill Road,,Beltsville,MD,20705,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,John E. Howard Community Center,4400 Shell Street,,Capitol Heights,MD,20743,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Kentland Community Center,2413 Pinebrook Avenue,,Landover,MD,20785,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Largo High School,505 Largo Road,,Upper Marlboro,MD,20774,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Largo/Kettering/Perrywood Community Center,431 Watkins Park Drive,,Upper Marlboro,MD,20774,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Laurel High School,8000 Cherry Lane,,Laurel,MD,20707,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Northwestern High School,7000 Adelphi Road,,Hyattsville,MD,20782,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Oxon Hill High School,6701 Leyte Drive,,Oxon Hill,MD,20745,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Parkdale High School,6001 Good Luck Road,,Riverdale,MD,20737,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Peppermill Community Center,610 Hill Road,,Landover,MD,20785,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Potomac High School,5211 Boydell Avenue,,Oxon Hill,MD,20745,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Rollingcrest Chillum Community Center,6120 Sargent Road,,Hyattsville,MD,20782,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Show Place Arena,14900 Pennsylvania Avenue,,Upper Marlboro,MD,20772,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,South Bowie Community Center,1717 Pittsfield Lane,,Bowie,MD,20715,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Southern Area Aquatic and Recreation Complex,13601 Missouri Avenue,,Brandywine,MD,20613,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Southern Regional Technology and Recreation Complex,7007 Bock Road,,Fort Washington,MD,20744,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Suitland Community Park School Center,5600 Regency Lane,,Forestville,MD,20747,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Suitland High School,5200 Silver Hill Road,,Forestville,MD,20747,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Surrattsville High School,6101 Garden Drive,,Clinton,MD,20735,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Temple Hills Community Center,5300 Temple Hill Road,,Temple Hills,MD,20748,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,The Pavilion at the University of Maryland Xfinity Center,8500 Paint Branch Drive,,College Park,MD,20740,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Wayne K. Curry Sports and Learning Center,8001 Sheriff Road,,Landover,MD,20785,,2020/11/03,07:00-20:00
Maryland,Prince George's,Election Day Vote Center,Westphalia Community Center,8900 Westphalia Road,,Upper Marlboro,MD,20774,,2020/11/03,07:00-20:00
Maryland,Queen Anne's,Election Day Vote Center,Church Hill Elementary School,631 Main Street,,Church Hill,MD,21623,,2020/11/03,07:00-20:00
Maryland,Queen Anne's,Election Day Vote Center,Grasonville Elementary School,5435 Main Street,,Grasonville,MD,21638,,2020/11/03,07:00-20:00
Maryland,Queen Anne's,Election Day Vote Center,Kennard Elementary School,420 Little Kidwell Avenue,,Centreville,MD,21617,,2020/11/03,07:00-20:00
Maryland,Queen Anne's,Election Day Vote Center,Kent Island Fire Department,1610 Main Street,,Chester,MD,21619,,2020/11/03,07:00-20:00
Maryland,St. Mary's,Election Day Vote Center,Great Mills High School,21130 Great Mills Road,,Great Mills,MD,20634,,2020/11/03,07:00-20:00
Maryland,St. Mary's,Election Day Vote Center,Hollywood Firehouse,24801 Three Notch Road,,Hollywood,MD,20636,,2020/11/03,07:00-20:00
Maryland,St. Mary's,Election Day Vote Center,Leonardtown High School,23995 Point Lookout Road,,Leonardtown,MD,20650,,2020/11/03,07:00-20:00
Maryland,St. Mary's,Election Day Vote Center,Lettie Marshal Dent Elementary School,37840 New Market Turner Road,,Mechanicsville,MD,20659,,2020/11/03,07:00-20:00
Maryland,St. Mary's,Election Day Vote Center,Lexington Park Elementary School,46763 Shangri-La Drive,,Lexington Park,MD,20653,,2020/11/03,07:00-20:00
Maryland,St. Mary's,Election Day Vote Center,Margaret Brent Middle School,29675 Point Lookout Road,,Mechanicsville,MD,20659,,2020/11/03,07:00-20:00
Maryland,St. Mary's,Election Day Vote Center,Spring Ridge Middle School,19856 Three Notch Road,,Lexington Park,MD,20653,,2020/11/03,07:00-20:00
Maryland,Somerset,Election Day Vote Center,Crisfield High School,210 Somerset Avenue,,Crisfield,MD,21817,,2020/11/03,07:00-20:00
Maryland,Somerset,Election Day Vote Center,Ewell Elementary School (for Smith Island registered voters only),4005 Smith Island Rd,,Ewell,MD,21824,,2020/11/03,07:00-20:00
Maryland,Somerset,Election Day Vote Center,Somerset County Technical High School,7994 Tawes Campus Drive,,Westover,MD,21871,,2020/11/03,07:00-20:00
Maryland,Somerset,Election Day Vote Center,Washington High School,10902 Old Princess Anne Road,,Princess Anne,MD,21853,,2020/11/03,07:00-20:00
Maryland,Talbot,Election Day Vote Center,Easton High School - Cafeteria,723 Mecklenburg Avenue,,Easton,MD,21601,,2020/11/03,07:00-20:00
Maryland,Talbot,Election Day Vote Center,Easton Volunteer Fire Department - Bingo Hall,315 Aurora Park Drive,enter from Creamery Lane,Easton,MD,21601,,2020/11/03,07:00-20:00
Maryland,Talbot,Election Day Vote Center,St Michael Middle/High School - gymnasium,200 Seymour Avenue,,St. Michaels,MD,21663,,2020/11/03,07:00-20:00
Maryland,Talbot,Election Day Vote Center,Tilghman Volunteer Fire Department,5996 Tilghman Island Road,,Tilghman,MD,21665,,2020/11/03,07:00-20:00
Maryland,Washington,Election Day Vote Center,Bester Elementary School Gym,385 Mill Street,,Hagerstown,MD,21740,,2020/11/03,07:00-20:00
Maryland,Washington,Election Day Vote Center,Boonsboro High School Gymnasium,10 Campus Avenue,,Boonsboro,MD,21713,,2020/11/03,07:00-20:00
Maryland,Washington,Election Day Vote Center,Clear Spring High School Gymnasium,12630 Broadfording Road,,Clear Spring,MD,21722,,2020/11/03,07:00-20:00
Maryland,Washington,Election Day Vote Center,Girls Inc. Gym,626 Washington Avenue,,Hagerstown,MD,21740,,2020/11/03,07:00-20:00
Maryland,Washington,Election Day Vote Center,Hancock Middle/Senior High - Cafeteria,289 W. Main Street,,Hancock,MD,21750,,2020/11/03,07:00-20:00
Maryland,Washington,Election Day Vote Center,North Hagerstown High School - Gymnasium,1200 Pennsylvania Avenue,,Hagerstown,MD,21742,,2020/11/03,07:00-20:00
Maryland,Washington,Election Day Vote Center,Pleasant Valley Elementary School - Cafeteria,1707 Rohrersville Road,,Knoxville,MD,21758,,2020/11/03,07:00-20:00
Maryland,Washington,Election Day Vote Center,Smithsburg Middle School - Cafeteria,68 N. Main Street,,Smithsburg,MD,21783,,2020/11/03,07:00-20:00
Maryland,Washington,Election Day Vote Center,South Hagerstown High School - Gymnasium,1101 S. Potomac Street,,Hagerstown,MD,21740,,2020/11/03,07:00-20:00
Maryland,Washington,Election Day Vote Center,Washington County Election Center,17718 Virginia Avenue,,Hagerstown,MD,21740,,2020/11/03,07:00-20:00
Maryland,Washington,Election Day Vote Center,Williamsport High School - Gymnasium,5 S. Clifton Drive,,Williamsport,MD,21795,,2020/11/03,07:00-20:00
Maryland,Wicomico,Election Day Vote Center,Beaver Run Elementary School,31481 Old Ocean City Road,,Salisbury,MD,21804,,2020/11/03,07:00-20:00
Maryland,Wicomico,Election Day Vote Center,Bennett Middle School,532 S Division Street,,Fruitland,MD,21826,,2020/11/03,07:00-20:00
Maryland,Wicomico,Election Day Vote Center,James M Bennett High School,300 E College Avenue,,Salisbury,MD,21804,,2020/11/03,07:00-20:00
Maryland,Wicomico,Election Day Vote Center,Mardela Middle/High School,24940 Delmar Road,,Mardela Springs,MD,21837,,2020/11/03,07:00-20:00
Maryland,Wicomico,Election Day Vote Center,Pemberton Elementary School,1300 Pemberton Drive,,Salisbury,MD,21801,,2020/11/03,07:00-20:00
Maryland,Wicomico,Election Day Vote Center,Salisbury Middle School,607 Morris Street,,Salisbury,MD,21801,,2020/11/03,07:00-20:00
Maryland,Wicomico,Election Day Vote Center,Westside Intermediate School,8000 Quantico Rd,,Hebron,MD,21830,,2020/11/03,07:00-20:00
Maryland,Wicomico,Election Day Vote Center,Wicomico Civic Center,500 Glen Avenue,,Salisbury,MD,21804,,2020/11/03,07:00-20:00
Maryland,Wicomico,Election Day Vote Center,Willards Elementary School,36161 Richland Rd,,Willards,MD,21874,,2020/11/03,07:00-20:00
Maryland,Worcester,Election Day Vote Center,Pocomoke City Volunteer Fire Company Community Center,1410 Market Street,,Pocomoke City,MD,21851,,2020/11/03,07:00-20:00
Maryland,Worcester,Election Day Vote Center,Roland E. Powell Convention Center,4001 Coastal Highway,,Ocean City,MD,21842,,2020/11/03,07:00-20:00
