type,county,place,address,address_1,address_2,csz,city,zip,description
Dropbox,Snohomish,Everett - County Courthouse,"3000 Rockefelller Ave, Everett WA  98201",3000 Rockefelller Ave,,Everett WA 98201,Everett,98201,   Box located at sidewalk on Wall St and Rockefeller Ave. Box closes promptly at 8 pm on Election Night. Not a drive up box - must park and walk.
Dropbox,Snohomish,Stanwood,"9701 271st St NW, Stanwood WA  98292",9701 271st St NW,,Stanwood WA 98292,Stanwood,98292,Box located in library back parking lot.  Box closes promptly at 8 pm on Election Night. Library does not have a key to the ballot box. 
Dropbox,Wahkiakum,Wahkiakum County Auditor's Office Drop Box,"64 Main Street, Cathlamet WA  98612",64 Main Street,,Cathlamet WA 98612,Cathlamet,98612,Ballots are accepted until 8:00pm of Election Day. Ballot drop box can be found outside of the Superior Court door. 
Dropbox,Wahkiakum,Skamokawa Resort,"1391 WA-4, Skamokawa WA  98647",1391 WA-4,,Skamokawa WA 98647,Skamokawa,98647,"Open 18 days before Election Day.  This ballot box is located above the Skamokowa Resort parking lot, directly off State Route 4. Ballot box is next to the blue USPS mail drop box. "
Dropbox,Wahkiakum,Johnson Park,"30 Rosburg School Road, Rosburg WA  98643",30 Rosburg School Road,,Rosburg WA 98643,Rosburg,98643,"Open 18 days before election day.  This drop box is outside of the Johnson Park building, located near the red library box. "
Dropbox,Walla Walla,Touchet School District,"90 Champion St, Touchet WA  99360",90 Champion St,,Touchet WA 99360,Touchet,99360,Official Ballot Drop Box Located in parking lot in front of school.
Dropbox,Walla Walla,County Fairgrounds - Pavilion,"363 Orchard St, Walla Walla WA  99362",363 Orchard St,,Walla Walla WA 99362,Walla Walla,99362,"Walla Walla County Voting Center For the November General Election, this location is replacing our voting center at 310 W Poplar St."
Dropbox,Walla Walla,Burbank - Columbia Elementary School,"977 Maple St, Burbank WA  99323",977 Maple St,,Burbank WA 99323,Burbank,99323,Official Ballot Drop Box  Located in the parking lot in front of the school.
Dropbox,Walla Walla,Walla Walla County Auditor's Office,"315 W. Main St.  Room 201, Walla Walla WA  99362",315 W. Main St. Room 201,,Walla Walla WA 99362,Walla Walla,99362,Official Ballot Drop Box Located inside the Auditor's Office on the 2nd floor.
Dropbox,Walla Walla,Courthouse Alley,"315 W. Main St., Walla Walla WA  99362",315 W. Main St.,,Walla Walla WA 99362,Walla Walla,99362,Official Ballot Drop Box Located in the alley between the Courthouse & the Jail. Enter the alley from 5th St.
Dropbox,Walla Walla,Walla Walla Fire Station #2 - Parking Lot,"170 N. Wilbur Ave., Walla Walla WA  99362",170 N. Wilbur Ave.,,Walla Walla WA 99362,Walla Walla,99362,Official Ballot Drop Box Located in parking lot on the corner of Wilbur Ave. and Tacoma St.
Dropbox,Walla Walla,College Place City Hall,"625 S. College Avenue, College Place WA  99324",625 S. College Avenue,,College Place WA 99324,College Place,99324,Official Ballot Drop Box Located in the alley behind City Hall
Dropbox,Walla Walla,Waitsburg City Hall - Outside,"147 Main St., Waitsburg WA  99361",147 Main St.,,Waitsburg WA 99361,Waitsburg,99361,Official Ballot Drop Box Located on sidewalk by front door outside City Hall.
Dropbox,Walla Walla,Corner of 5th & Poplar,"310 W. Poplar St., Walla Walla WA  99362",310 W. Poplar St.,,Walla Walla WA 99362,Walla Walla,99362,Official Ballot Drop Box Located next to the ramp outside of the building.
Dropbox,Whatcom,North Whatcom Fire & Rescue Station,"4581 Birch-Bay Lynden Rd., Blaine WA  98230",4581 Birch-Bay Lynden Rd.,,Blaine WA 98230,Blaine,98230,Open: 20 days before Election Day Close: 8:00 pm on Election Day 
Dropbox,Whatcom,Whatcom Community College,"231 W. Kellogg Rd., Bellingham WA  98226",231 W. Kellogg Rd.,,Bellingham WA 98226,Bellingham,98226,Open: 20 days before Election Day  Close: 8:00 pm on Election Day 
Dropbox,Whatcom,Sudden Valley,"2018 Lake Whatcom Blvd., Bellingham WA  98229",2018 Lake Whatcom Blvd.,,Bellingham WA 98229,Bellingham,98229,Open: 20 days before Election Day Close: 8:00 pm on Election Day 
Dropbox,Whatcom,Sehome Village,"210 36th St., Bellingham WA  98225",210 36th St.,,Bellingham WA 98225,Bellingham,98225,Open: 20 days before Election Day  Close: 8:00 pm on Election Day 
Dropbox,Whatcom,Kendall (North Fork Community Library),"7506 Kendall Rd., Maple Falls WA  98266",7506 Kendall Rd.,,Maple Falls WA 98266,Maple Falls,98266,Open: 20 days before Election Day Close: 8:00 pm on Election Day 
Dropbox,Whatcom,Sumas,"534 Railroad Ave., Sumas WA  98295",534 Railroad Ave.,,Sumas WA 98295,Sumas,98295,Open: 20 days before Election Day Close: 8:00 pm on Election Day 
Dropbox,Whatcom,Lummi Nation Admin Building,"2665 Kwina Rd., Bellingham WA  98226",2665 Kwina Rd.,,Bellingham WA 98226,Bellingham,98226,Open: 20 days before Election Day Close: 8:00 pm on Election Day 
Dropbox,Whatcom,Whatcom County Courthouse South Parking Lot,"201 Grand Avenue, Bellingham WA  98225",201 Grand Avenue,,Bellingham WA 98225,Bellingham,98225,Open: 20 days before Election Day Close: 8:00 pm on Election Day  
Dropbox,Whatcom,Deming Library,"5044 Mt Baker Hwy., Deming WA  98244",5044 Mt Baker Hwy.,,Deming WA 98244,Deming,98244,Open:  20 days before Election Day Close:  8:00 pm on Election Day 
Dropbox,Whatcom,Blaine Library,"610 3rd St., Blaine WA  98230",610 3rd St.,,Blaine WA 98230,Blaine,98230,Open: 20 days before Election Day Close: 8:00 pm on Election Day 
Dropbox,Whatcom,Everson WECU,"106 E. Main St., Everson WA  98247",106 E. Main St.,,Everson WA 98247,Everson,98247,Open: 20 days before Election Day Close: 8:00 pm on Election Day 
Dropbox,Whatcom,Ferndale City Hall,"2095 Main St., Ferndale WA  98248",2095 Main St.,,Ferndale WA 98248,Ferndale,98248,Open: 20 days before Election Day Close: 8:00 pm on Election Day 
Dropbox,Whatcom,Meridian (Laurel Grange),"6172 Guide Meridian, Bellingham WA  98226",6172 Guide Meridian,,Bellingham WA 98226,Bellingham,98226,Open: 20 days before Election Day Close: 8:00 pm on Election Day 
Dropbox,Whatcom,Lynden Library,"216 4th St., Lynden WA  98264",216 4th St.,,Lynden WA 98264,Lynden,98264,Open: 20 days before Election Day Close: 8:00 pm on Election Day 
Dropbox,Whatcom,Western Washington University,"1880 Bill McDonald Pkwy., Bellingham WA  98225",1880 Bill McDonald Pkwy.,,Bellingham WA 98225,Bellingham,98225,Open: 20 days before Election Day  Close: 8:00 pm on Election Day 
Dropbox,Whatcom,WWU - Red Square,"516 High Street, Bellingham WA  98225",516 High Street,,Bellingham WA 98225,Bellingham,98225,Outside Bond hall in Red Square 
Dropbox,Whatcom,Acme Elementary School,"5200 Turkington Rd., Acme WA  98220",5200 Turkington Rd.,,Acme WA 98220,Acme,98220,Open:  20 days before Election Day Close:  8:00 pm on Election Day 
Dropbox,Whatcom,Custer Elementary School,"7660 Custer School Rd., Custer WA  98240",7660 Custer School Rd.,,Custer WA 98240,Custer,98240,Open:  20 days before Election Day Close:  8:00 pm on Election Day 
Dropbox,Whatcom,International Marketplace,"480 Tyee Dr., Point Roberts WA  98281",480 Tyee Dr.,,Point Roberts WA 98281,Point Roberts,98281,Open:  20 days before Election Day during store hours (9:00 am - 7:00 pm).    
Dropbox,Whitman,"Neill Public Library, Hecht meeting room","210 N Grand Ave, Pullman WA  99163",210 N Grand Ave,,Pullman WA 99163,Pullman,99163,
Dropbox,Whitman,WSU Student HUB,"Compton Union Building, Pullman WA  99163",Compton Union Building,,Pullman WA 99163,Pullman,99163,2nd Floor Junior Ballroom
Dropbox,Whitman,Alley behind Whitman County Elections Center,"N 304 Main St, Colfax WA  99111",N 304 Main St,,Colfax WA 99111,Colfax,99111, 
Dropbox,Whitman,Pullman,"238 SE Paradise St, Pullman WA  99163",238 SE Paradise St,,Pullman WA 99163,Pullman,99163, Across from the Paradise Creek Brewery
Dropbox,Whitman,WSU Campus,"Compton Union Building, Pullman WA  99163",Compton Union Building,,Pullman WA 99163,Pullman,99163, Outside the west entrance to the CUB on Terrell Mall
Dropbox,Yakima,Yakima County Courthouse Security Station,"128 N 2nd St, Yakima WA  98901",128 N 2nd St,,Yakima WA 98901,Yakima,98901,
Dropbox,Yakima,24 hour ballot return - East Martin Luther King Jr Blvd,"213 N 1st St, Yakima WA  98901",213 N 1st St,,Yakima WA 98901,Yakima,98901,the big red box across from the Courthouse access from E. Martin Luther King Jr. Blvd (one way street headed East)
Dropbox,Yakima,Yakima County Election Office,"128 N 2nd St Rm 117, Yakima WA  98901",128 N 2nd St Rm 117,,Yakima WA 98901,Yakima,98901,
Dropbox,Yakima,24 hour ballot return - S 8th St & Edison Ave (by Sunnyside Fire Department),"S 8th St & Edison Ave, Sunnyside WA  98944",S 8th St & Edison Ave,,Sunnyside WA 98944,Sunnyside,98944,the big red box in the parking lot by the Sunnyside Post Office and Fire Department enter from E Edison Ave
Dropbox,Yakima,Neighborhood Health Sunnyside,"617 Scoon Road, Sunnyside WA  98944",617 Scoon Road,,Sunnyside WA 98944,Sunnyside,98944,open Election Day only 
Dropbox,Yakima,Parker,"360 Columbia Rd, Parker WA  98939",360 Columbia Rd,,Parker WA 98939,Parker,98939,Parker Fire Station No. 5 
Dropbox,Yakima,White Swan,"260 Curtis St, White Swan WA  98952",260 Curtis St,,White Swan WA 98952,White Swan,98952,White Swan Fire Station No. 1 
Dropbox,Yakima,24 hour ballot return - Yakama Nation Main Agency Offices,"401 Fort Rd, Toppenish WA  98948",401 Fort Rd,,Toppenish WA 98948,Toppenish,98948,the big red box in the Yakama Nation Main Agency Offices parking lot across the street from Legends  
Dropbox,Yakima,Grandview City Hall,"207 W 2nd St., Grandview WA  98930",207 W 2nd St.,,Grandview WA 98930,Grandview,98930,
Dropbox,Yakima,Granger City Hall,"102 Main St., Granger WA  98932",102 Main St.,,Granger WA 98932,Granger,98932,
Dropbox,Yakima,Harrah Town Hall,"11 E Pioneer St., Harrah WA  98933",11 E Pioneer St.,,Harrah WA 98933,Harrah,98933,
Dropbox,Yakima,Moxee City Hall,"255 W Seattle Ave., Moxee WA  98936",255 W Seattle Ave.,,Moxee WA 98936,Moxee,98936,
Dropbox,Yakima,Naches Town Hall,"29 E 2nd St., Naches WA  98937",29 E 2nd St.,,Naches WA 98937,Naches,98937,
Dropbox,Yakima,Selah City Hall,"115 W Naches Ave., Selah WA  98942",115 W Naches Ave.,,Selah WA 98942,Selah,98942,
Dropbox,Yakima,Tieton City Hall,"418 Maple St., Tieton WA  98947",418 Maple St.,,Tieton WA 98947,Tieton,98947,
Dropbox,Yakima,Union Gap City Hall,"102 W Ahtanum Rd., Union Gap WA  98903",102 W Ahtanum Rd.,,Union Gap WA 98903,Union Gap,98903,
Dropbox,Yakima,Zillah City Hall,"503 First Ave., Zillah WA  98953",503 First Ave.,,Zillah WA 98953,Zillah,98953,
Dropbox,Yakima,Toppenish City Hall,"21 W 1st Ave, Toppenish WA  98948",21 W 1st Ave,,Toppenish WA 98948,Toppenish,98948,
VoteCenter,Adams,Othello High School,"340 S 7th Ave, Othello, WA  99344",340 S 7th Ave,,"Othello, WA 99344",Othello,99344,Staff is only there on Election Day from 8:00 am to 8:00 pm 
VoteCenter,Asotin,Asotin County Auditor's Office,"135 Second St. , Asotin, WA  99402",135 Second St.,,"Asotin, WA 99402",Asotin,99402,
VoteCenter,Benton,Benton County Vote Center - Inside,"2610 N Columbia Center Blvd, Richland, WA  99352",2610 N Columbia Center Blvd,,"Richland, WA 99352",Richland,99352,Drop Box is located inside the Benton County Voter Center.  
VoteCenter,Benton,Prosser Auditor's Office,"620 Market St, Prosser, WA  99350",620 Market St,,"Prosser, WA 99350",Prosser,99350,
VoteCenter,Chelan,Chelan County Auditor - Elections,"350 Orondo Ave, Wenatchee, WA  98801",350 Orondo Ave,Level 3,"Wenatchee, WA 98801",Wenatchee,98801,Drop box is located between the Law & Justice building and the Courthouse or visit our office on Level 3.
VoteCenter,Clallam,Clallam County Courthouse - Auditor's Office - Voter Service Center,"223 E 4th St, Port Angeles, WA  98362",223 E 4th St,,"Port Angeles, WA 98362",Port Angeles,98362,"The Auditor's Office can help with replacement ballots, voter registration and address changes.  "
VoteCenter,Clark,Clark County Elections,"1408 Franklin Street, Vancouver, WA  98660",1408 Franklin Street,,"Vancouver, WA 98660",Vancouver,98660,Elections Office ELECTION DAY ONLY 7 am to 8 pm
VoteCenter,Columbia,Columbia County Auditor's Office,"341 East Main Street, Dayton, WA  99328",341 East Main Street,,"Dayton, WA 99328",Dayton,99328,
VoteCenter,Cowlitz,Cowlitz County Elections Office (Voting Center),"207 4th Ave N, Kelso, WA  98626",207 4th Ave N,Room 107,"Kelso, WA 98626",Kelso,98626,"Location for registering to vote, replacement ballots, disability access voting unit, sample ballots "
VoteCenter,Douglas,Douglas County Auditor's Office,"213 S Rainier St, Waterville, WA  98858",213 S Rainier St,,"Waterville, WA 98858",Waterville,98858,
VoteCenter,Ferry,Ferry County Courthouse,"350 E. Delaware Ave, Republic , WA  99166",350 E. Delaware Ave,,"Republic , WA 99166",Republic ,99166,Phone number (509)775-5200.  Office is open from 7:00 a.m. to 8:00 p.m. on Election Day only. 
VoteCenter,Franklin,Franklin County Auditor's Office,"1016 N 4th Ave., Pasco, WA  99301",1016 N 4th Ave.,,"Pasco, WA 99301",Pasco,99301,"Visit for voter registration services, replacement ballot requests, and for general elections information. "
VoteCenter,Garfield,Garfield County Auditor's Office,"789 Main St, Pomeroy, WA  99347",789 Main St,,"Pomeroy, WA 99347",Pomeroy,99347,
VoteCenter,Grant,Grant County Elections Office,"35 C St NW, Ephrata, WA  98823",35 C St NW,,"Ephrata, WA 98823",Ephrata,98823,"Grant County Courthouse, Room 203 "
VoteCenter,Grays Harbor,Grays Harbor County Auditor,"100 W Broadway , Montesano, WA  98563",100 W Broadway,,"Montesano, WA 98563",Montesano,98563,The Auditor's Office is located on the first floor of the Grays Harbor County Admin Building next to the courthouse.     Handicapped parking is available at the rear of the building.
VoteCenter,Island,Island County Auditor's Office,"400 North Main Street, Coupeville, WA  98239",400 North Main Street,,"Coupeville, WA 98239",Coupeville,98239,  
VoteCenter,Jefferson,Jefferson County Auditor,"1820 Jefferson St, Port Townsend, WA  98368",1820 Jefferson St,,"Port Townsend, WA 98368",Port Townsend,98368,Election Day hours are 8:30 a.m. to 8:00 p.m. Jefferson & Cass Streets. Auditor's Office is located on the first floor of the County Courthouse. The drop box is located in the hallway just outside the Auditor's Office.
VoteCenter,King,Accesso ShoWare Center Vote Center,"625 W James Street, Kent, WA  98032",625 W James Street,,"Kent, WA 98032",Kent,98032,
VoteCenter,King,Bellevue College Gym Vote Center,"3000 Landerholm Cir SE G, Bellevue, WA  98007",3000 Landerholm Cir SE G,,"Bellevue, WA 98007",Bellevue,98007,
VoteCenter,King,CenturyLink Field Event Center Vote Center,"800 Occidental Ave S, Seattle, WA  98134",800 Occidental Ave S,,"Seattle, WA 98134",Seattle,98134,
VoteCenter,King,Federal Way Performing Arts & Event Center Vote Center,"31510 Pete von Reichbauer Way S, Federal Way, WA  98003",31510 Pete von Reichbauer Way S,,"Federal Way, WA 98003",Federal Way,98003,
VoteCenter,King,Kenmore City Hall Vote Center,"18120 68th Avenue NE, Kenmore, WA  98028",18120 68th Avenue NE,,"Kenmore, WA 98028",Kenmore,98028,
VoteCenter,King,King County Elections Vote Center,"919 SW Grady Way, Renton, WA  98057",919 SW Grady Way,,"Renton, WA 98057",Renton,98057,
VoteCenter,King,University of Washington Seattle Campus - Dempsey Indoor Center Vote Center,"2819 Walla Walla Rd NE, Seattle, WA  98105",2819 Walla Walla Rd NE,,"Seattle, WA 98105",Seattle,98105,
VoteCenter,Kitsap,Marvin Williams Recreation Center,"725 Park Ave, Bremerton, WA  98337",725 Park Ave,,"Bremerton, WA 98337",Bremerton,98337,Marvin Williams Recreation Center Open Election Day. Also open the Saturday and Monday before Election Day 8:30 a.m. - 4:30 p.m.
VoteCenter,Kitsap,North Kitsap Vote Center,"911 NE Liberty Rd, Poulsbo, WA  98370",911 NE Liberty Rd,,"Poulsbo, WA 98370",Poulsbo,98370,Poulsbo Fire Station  Open Election Day. Also open the Saturday and Monday before Election Day 8:30 a.m. - 4:30 p.m.
VoteCenter,Kitsap,South Kitsap Vote Center,"619 Division St, Port Orchard, WA  98366",619 Division St,,"Port Orchard, WA 98366",Port Orchard,98366,County Administration Building Commissioners' Chambers Open Election Day - 7 a.m. to 8 p.m.  Also open the Saturday and Monday before Election Day 8:30 a.m. - 4:30 p.m.    
VoteCenter,Kittitas,Cle Elum Centennial Center,"719 E. 3rd Street, Cle Elum, WA  98922",719 E. 3rd Street,,"Cle Elum, WA 98922",Cle Elum,98922,
VoteCenter,Kittitas,Kittitas County Auditor's Office,"205 W 5th, Ellensburg, WA  98926",205 W 5th,Suite 105,"Ellensburg, WA 98926",Ellensburg,98926,
VoteCenter,Klickitat,Auditor's Office,"205 S. Columbus Ave, Goldendale, WA  98620",205 S. Columbus Ave,Room 203,"Goldendale, WA 98620",Goldendale,98620,"Office is open from 8:30 a.m. to 8 p.m. on Election Day. The Auditor's Office is located in Room 203 of the County Courthouse building. Enter the main doors, come up the stairs and turn left."
VoteCenter,Lewis,Lewis County Auditor's Office,"351 N.W. North St., Chehalis, WA  98532",351 N.W. North St.,,"Chehalis, WA 98532",Chehalis,98532,Take exit 77 from I-5. Auditor's Office is at the west end of the Historic Courthouse.
VoteCenter,Lincoln,Election Office ,"450 Logan, Davenport, WA  99122",450 Logan,,"Davenport, WA 99122",Davenport,99122,On the 1st floor of the Lincoln County Courthouse.
VoteCenter,Mason,Mason County Auditor's Office,"411 N 5th Street, Shelton, WA  98584",411 N 5th Street,,"Shelton, WA 98584",Shelton,98584,During business hours staff can issue ballots and accessible voting unit is available. 
VoteCenter,Okanogan,Okanogan County Auditor,"149 3rd Ave N, Okanogan, WA  98840",149 3rd Ave N,,"Okanogan, WA 98840",Okanogan,98840,"Election Day only 8:00 AM to 8:00 PM. Room 104, 1st floor"
VoteCenter,Pacific,Long Beach Annex Voting Center,"7013 Sandridge Rd, Long Beach, WA  98631",7013 Sandridge Rd,,"Long Beach, WA 98631",Long Beach,98631,Inside the Auditor's Office. Same office you would pick up car tabs.
VoteCenter,Pacific,Pacific County Courthouse,"300 Memorial Drive, South Bend, WA  98586",300 Memorial Drive,,"South Bend, WA 98586",South Bend,98586,"Ballots are accepted until 8 PM on election day. The Auditor's Office is located to the right, inside the main entrance.  "
VoteCenter,Pend Oreille,Pend Oreille County Auditor's Office,"625 West 4th St, Newport, WA  99156",625 West 4th St,,"Newport, WA 99156",Newport,99156,"The Auditor's Office is located in the County Court House, 1st Floor"
VoteCenter,Pierce,Pierce County Election Center,"2501 S 35th St, Tacoma, WA  98409",2501 S 35th St,Suite C,"Tacoma, WA 98409",Tacoma,98409,"Open 7 a.m. to 8 p.m. on Election Day. Voting center offers touch screen accessible voting, replace Located west of the Pierce County Annex."
VoteCenter,San Juan,Elections Office,"55 Second Street, Friday Harbor, WA  98250",55 Second Street,Suite A,"Friday Harbor, WA 98250",Friday Harbor,98250,*Open 8:00 AM to 4:30 PM weekdays* *Open 8:00 AM to 8:00 PM Election Day* 
VoteCenter,Skagit,Skagit County Auditor's Office,"700 S 2nd St, Mt Vernon, WA  98273",700 S 2nd St,#201,"Mt Vernon, WA 98273",Mt Vernon,98273,Skagit County Auditor's Office Election's Department. 
VoteCenter,Skamania,Skamania County Auditor's Office,"240 NW Vancouver Ave, Stevenson, WA  98648",240 NW Vancouver Ave,,"Stevenson, WA 98648",Stevenson,98648,
VoteCenter,Thurston,South Puget Sound Community College,"2011 Mottman Rd SW, Olympia, WA  98512",2011 Mottman Rd SW,,"Olympia, WA 98512",Olympia,98512,"This box is opened 20 days prior to Election Day, is available 24-hours a day, and is locked promptl "
VoteCenter,Spokane,Elections Office,"1033 W Gardner Ave, Spokane, WA  99201",1033 W Gardner Ave,,"Spokane, WA 99201",Spokane,99201,Located 1/2 block west of Monroe St and one block south of Boone Ave. Entrance near Southwest end of building near flagpole.  Metered parking available.
VoteCenter,Spokane,Spokane Valley - Center Place,"2426 N Discovery Pl, Spokane Valley, WA  99216",2426 N Discovery Pl,,"Spokane Valley, WA 99216",Spokane Valley,99216,Center Place is near the Valley YMCA off Mirabeau Parkway.
VoteCenter,Stevens,Stevens County Auditor's Office,"215 S Oak St, Colville, WA  99114",215 S Oak St,#106,"Colville, WA 99114",Colville,99114,
VoteCenter,Snohomish,Alderwood Water & Wastewater District,"3626 156th ST SW, Lynnwood, WA  98087",3626 156th ST SW,,"Lynnwood, WA 98087",Lynnwood,98087,"Accessible Voting Location, Voter Registration and Replacement Ballot Pick-up."
VoteCenter,Snohomish,County Elections Office,"3000 Rockefeller Ave, Everett, WA  98201",3000 Rockefeller Ave,1st Floor,"Everett, WA 98201",Everett,98201,"Accessible Voting Location, Voter Registration and Replacement Ballot Pick-up."
VoteCenter,Snohomish,Snohomish County Campus,"3000 Rockefeller Ave, Everett, WA  98201",3000 Rockefeller Ave,"Bob Drewell Bldg, 1st Floor","Everett, WA 98201",Everett,98201,"Accessible Voting Location, Voter Registration and Replacement Ballot Pick-up."
VoteCenter,Snohomish,Wyndham Garden Hotel,"16710 Smokey Point Blvd, Arlington, WA  98223",16710 Smokey Point Blvd,,"Arlington, WA 98223",Arlington,98223,"Accessible Voting Location, Voter Registration and Replacement Ballot Pick-up."
VoteCenter,Wahkiakum,Wahkiakum County Auditor's Office,"64 Main Street, Cathlamet, WA  98612",64 Main Street,2nd Floor,"Cathlamet, WA 98612",Cathlamet,98612,"Ballots are accepted until 8:00pm of Election Day. Ballot box can be found on the second floor of the Courthouse, inside the Auditor's Office. "
VoteCenter,Walla Walla,County Fairgrounds - Pavilion,"363 Orchard St, Walla Walla, WA  99362",363 Orchard St,,"Walla Walla, WA 99362",Walla Walla,99362,"Walla Walla County Voting Center For the November General Election, this location is replacing our voting center at 310 W Poplar St."
VoteCenter,Whatcom,WWU - Student Engagement Hub,"516 High Street, Bellingham, WA  98225",516 High Street,,"Bellingham, WA 98225",Bellingham,98225,"Open Tuesday, November 3 from 8:30 am - 8:00 pm Open Tuesday, November 3 from 8:30 am - 8:00 pm"
VoteCenter,Whatcom,Whatcom County Auditor's Office,"311 Grand Ave., Bellingham, WA  98225",311 Grand Ave.,Suite 103,"Bellingham, WA 98225",Bellingham,98225,Open until 8:00 pm on Election Day 
VoteCenter,Whitman,"Neill Public Library, Hecht meeting room","210 N Grand Ave, Pullman, WA  99163",210 N Grand Ave,,"Pullman, WA 99163",Pullman,99163,
VoteCenter,Whitman,Whitman County Elections Center,"N 304 Main St, Colfax, WA  99111",N 304 Main St,,"Colfax, WA 99111",Colfax,99111,"Auditor's Office open 9 AM to 5 PM except on Election Day, the hours are 8 AM to 8 PM. "
VoteCenter,Whitman,WSU Student HUB,"Compton Union Building, Pullman, WA  99163",Compton Union Building,,"Pullman, WA 99163",Pullman,99163,2nd Floor Junior Ballroom
VoteCenter,Yakima,Yakima County Auditor's Office,"128 N 2nd St Rm 117, Yakima, WA  98901",128 N 2nd St Rm 117,,"Yakima, WA 98901",Yakima,98901,
