state,county,location_name,location_type,address_1,address_2,city,state_2,zip,phone,email,notes
Michigan,Lapeer County,Brown City City,Municipal Office,4205 S Main St,PO Box 99,Brown City,MI,48416,(810) 346-2325,juanmsmith@frontier.com,Juanita Smith
Michigan,Lapeer County,Burlington Township,Municipal Office,4405 Barnes Rd,,North Branch,MI,48461,(810) 441-1994,burlingtontwp.clerk@yahoo.com,Shari Willson
Michigan,Lapeer County,Burnside Township,Municipal Office,7045 Burnside,,Brown City,MI,48416,(810) 346-3559,bt005clerk@airadvantage.net,Bonnie Koning
Michigan,Lapeer County,Deerfield Township,Municipal Office,30 E Burnside Rd,,North Branch,MI,48461-9773,(810) 793-6700,clerk@deerfieldtownship.com,Debra Oliver
Michigan,Lapeer County,Dryden Township,Municipal Office,4849 Dryden Rd,,Dryden,MI,48428,(810) 796-2248,kdiefenbach@drydentownship.com,Kimberly Diefenbach
Michigan,Lapeer County,Elba Township,Municipal Office,4717 Lippincott Road,,Lapeer,MI,48446,(810) 664-2332,clerk@elbatownship.org,Rena Fountain
Michigan,Lapeer County,Goodland Township,Municipal Office,2374 N Van Dyke,,Imlay City,MI,48444,(810) 724-0169,goodland@bigtube.net,Mavis Roy
Michigan,Lapeer County,Hadley Township,Municipal Office,4293 Pratt Rd.,,Hadley,MI,48440,(810) 797-2117,clerk@hadleytownship.org,Cindy Daly
Michigan,Lapeer County,Imlay City City,Municipal Office,150 N Main St,,Imlay City,MI,48444,(810) 724-2135,treasurer@imlaycity.org,Dawn Sawicki-Franz
Michigan,Lapeer County,Imlay Township,Municipal Office,682 N Fairgrounds Rd,,Imlay City,MI,48444,(810) 724-8835,clerk@imlaytownship.org,Carla Jepsen
Michigan,Lapeer County,Lapeer City,Municipal Office,576 Liberty Park,,Lapeer,MI,48446,(810) 664-5231,clerk@ci.lapeer.mi.us,Romona Sanchez
Michigan,Lapeer County,Lapeer Township,Municipal Office,1500 Morris Rd,,Lapeer,MI,48446-9420,(810) 664-3700,elections@lapeertwp.org,Dawn Walker
Michigan,Lapeer County,Marathon Township,Municipal Office,4575 Pine St,PO Box 457,Columbiaville,MI,48421-0457,(810) 793-2002,clerk@marathontwp.com,Dawn Johnson
Michigan,Lapeer County,Mayfield Township,Municipal Office,1900 N. Saginaw Rd.,,Lapeer,MI,48446,(810) 664-0821,jaymecrossen@mayfieldtownship.com,Julie A Schlaud
Michigan,Lapeer County,Metamora Township,Municipal Office,730 W Dryden Rd,,Metamora,MI,48455,(810) 678-2237,clerk@metamoratownship.com,Suzanne Clark
Michigan,Lapeer County,North Branch Township,Municipal Office,6771 Elm Street,PO Box 186,North Branch,MI,48461,(810) 688-2785,clerk@nbranchtwp.com,Amy Bridger-Snoblen
Michigan,Lapeer County,Oregon Township,Municipal Office,2525 Marathon Rd,,Lapeer,MI,48446,(810) 664-5971,clerk@oregontownship.org,H. Paul Spencer
Michigan,Lapeer County,Rich Township,Municipal Office,8740 Squaw Lake Rd,,Silverwood,MI,48760,(989) 843-0529,richtownshipclerk@gmail.com,Pamela Running
Michigan,Leelanau County,Bingham Township,Municipal Office,7171 S Center Hwy,,Traverse City,MI,49684,(231) 922-6767,clerk@twp.bingham.mi.us,Kathy Morio
Michigan,Leelanau County,Centerville Township,Municipal Office,5001 S. French Road,,Cedar,MI,49621,(231) 620-2130,clerk.centerville@gmail.com,Beth (elizabeth) Chiles
Michigan,Leelanau County,Cleveland Township,Municipal Office,955 W. Harbor Hwy,,Maple City,MI,49664,(231) 342-8700,clevelandtwpclerk@gmail.com,Jan Nowak
Michigan,Leelanau County,Elmwood Township,Municipal Office,10090 E Lincoln Rd,,Traverse City,MI,49684,(231) 946-0921,clerkpreston@elmwoodtownship.net,Connie Preston
Michigan,Leelanau County,Empire Township,Municipal Office,10098 W. Front Street,PO Box 234,Empire,MI,49630,(231) 326-5349,empiretownshipclerk@gmail.com,Christine Neiswonger
Michigan,Leelanau County,Glen Arbor Township,Municipal Office,6394 W. Western Ave.,PO Box 276,Glen Arbor,MI,49636,(231) 334-3539,glenarbor@glenarbortownship.com,Pamela Laureto
Michigan,Leelanau County,Kasson Township,Municipal Office,10988 S. Newman Rd,PO Box 62,Maple City,MI,49664,(231) 590-9788,kassontwpclerk@gmail.com,Dana Boomer
Michigan,Leelanau County,Leelanau Township,Municipal Office,119 E. Nagonaba St.,PO Box 338,Northport,MI,49670-0338,(231) 386-5138,ltclerk@leelanautwp.org,Monica Diaz
Michigan,Leelanau County,Leland Township,Municipal Office,123 N. St. Joseph Street,PO Box 238,Lake Leelanau,MI,49653,(231) 256-7546,clerk@lelandtownship.com,Lisa Brookfield
Michigan,Leelanau County,Solon Township,Municipal Office,9191 S. Kasson St.,PO Box 253,Cedar,MI,49621,(231) 228-7578,sidmikowski@hotmail.com,Shirley Mikowski
Michigan,Leelanau County,Suttons Bay Township,Municipal Office,95 W. Fourth Street,PO Box 457,Suttons Bay,MI,49682,(231) 271-2722,clerk@suttonsbaytwp.com,Sandy Vanhuystee
Michigan,Leelanau County,Traverse City City,Municipal Office,400 Boardman Ave,,Traverse City,MI,49684,(231) 922-4480,tcclerk@traversecitymi.gov,Benjamin Marentette
Michigan,Lenawee County,Adrian City,Municipal Office,135 E. Maumee St.,,Adrian,MI,49221,(517) 264-4866,adriancityclerk@adrianmi.gov,Robin Connor
Michigan,Lenawee County,Adrian Township,Municipal Office,2907 Tipton Hwy,,Adrian,MI,49221,(517) 263-7920,clerk@adriantownship.com,Rob Hosken
Michigan,Lenawee County,Blissfield Township,Municipal Office,120 S. Lane Street,PO Box 58,Blissfield,MI,49228,(517) 486-2626,blisstwpclerk@gmail.com,Diann Paul-Warner
Michigan,Lenawee County,Cambridge Township,Municipal Office,9990 W.  M-50,PO Box 417,Onsted,MI,49265,(517) 467-2104,rick@cambridgetownship.net,Rick Richardson
Michigan,Lenawee County,Clinton Township,Municipal Office,172 W. Michigan Ave,PO Box G,Clinton,MI,49236,(517) 456-6701,clerk@twpofclinton.com,Steffens Joann
Michigan,Lenawee County,Deerfield Township,Municipal Office,468 Carey St.,,Deerfield,MI,49238,(517) 447-3000,deerfieldlenawee@gmail.com,Shirley Soldwish
Michigan,Lenawee County,Dover Township,Municipal Office,7732 Cadmus Rd,,Clayton,MI,49235,(517) 445-2412,dovertownship@outlook.com,Sharon Rodriguez
Michigan,Lenawee County,Fairfield Township,Municipal Office,1023 Pine Street,,Jasper,MI,49248,(517) 436-6400,fairfieldtownshipclerk.mi@gmail.com,Debra Keller
Michigan,Lenawee County,Franklin Township,Municipal Office,3922 Monroe Rd.,PO Box 101,Tipton,MI,49287,(517) 431-2848,sue@franklintownship.net,Sue Whitehead
Michigan,Lenawee County,Hudson City,Municipal Office,121 N. Church St.,,Hudson,MI,49247,(517) 448-8983,clerk@ci.hudson.mi.us,Jeaniene McClellan
Michigan,Lenawee County,Hudson Township,Municipal Office,14900 Carleton Rd,,Hudson,MI,49247,(517) 270-4070,hudsontwpclerk@tc3net.com,Marcy Griffin
Michigan,Lenawee County,Macon Township,Municipal Office,10711 Clinton-Macon,,Tecumseh,MI,49286,(517) 451-8074,macontwpclerk@hotmail.com,Julia De Jonghe
Michigan,Lenawee County,Madison Charter Township,Municipal Office,3804 S Adrian Hwy,,Adrian,MI,49221,(517) 263-9313,clerk@madisontwp.com,Janet Moden
Michigan,Lenawee County,Medina Township,Municipal Office,16399 Lime Creek Rd,,Hudson,MI,49247,(517) 286-6879,medinaclerk@gmail.com,Valerie Sword
Michigan,Lenawee County,Morenci City,Municipal Office,118 Orchard St.,,Morenci,MI,49256,(517) 458-6828,michael.sessions@cityofmorenci.org,Michael S Sessions
Michigan,Lenawee County,Ogden Township,Municipal Office,10128 Pence Hwy,,Blissfield,MI,49228,(517) 443-5409,ogdenclerk@ogdentel.net,Ashley Vandenbusche
Michigan,Lenawee County,Palmyra Township,Municipal Office,4276 Main St.,PO Box 97,Palmyra,MI,49268,(517) 260-8628,palmyratownshipclerk@gmail.com,Christine Whited
Michigan,Lenawee County,Raisin Township,Municipal Office,5525 Occidental Hwy,,Tecumseh,MI,49286,(517) 423-3162,clerk@raisintownship.com,Christy Low
Michigan,Lenawee County,Ridgeway Township,Municipal Office,103 W. Chicago Blvd,PO Box 456,Britton,MI,49229,(517) 451-4111,ridgewaytwpclerk@gmail.com,Lora Feldkamp
Michigan,Lenawee County,Riga Township,Municipal Office,10389 E. Ridgeville Rd,,Blissfield,MI,49228,(419) 260-6203,rigaclerk@gmail.com,Natalie Thompson
Michigan,Lenawee County,Rollin Township,Municipal Office,730 Manitou Rd.,PO Box 296,Manitou Beach,MI,49253,(517) 547-7786,rollintownship@comcast.net,Denice Combs
Michigan,Lenawee County,Rome Township,Municipal Office,9212 Woerner Road,,Onsted,MI,49265,(517) 605-5163,clerk@rometownship.org,Robin Robertson
Michigan,Lenawee County,Seneca Township,Municipal Office,5732 W. Ridgeville Road,,Sand Creek,MI,49256,(517) 458-7801,clerkofseneca@gmail.com,Allison Ott
Michigan,Lenawee County,Tecumseh City,Municipal Office,309 E Chicago Blvd,PO Box 396,Tecumseh,MI,49286,(517) 424-6541,tmiller@tecumseh.mi.us,Tonya Miller
Michigan,Lenawee County,Tecumseh Township,Municipal Office,8823 Hawthorne Dr,,Tecumseh,MI,49286,(517) 423-2284,gcoultertwp@gmail.com,Gerald Coulter
Michigan,Lenawee County,Woodstock Township,Municipal Office,6486 Devils Lake Hwy,,Addison,MI,49220,(517) 547-6598,woodstocktownshipclerk@gmail.com,Chari Cure
Michigan,Livingston County,Brighton Charter Township,Municipal Office,4363 Buno Rd,,Brighton,MI,48114,(810) 229-0560,elections@brightontwp.com,Joseph Riker
Michigan,Livingston County,Brighton City,Municipal Office,200 N First St,,Brighton,MI,48116,(810) 227-0463,brownt@brightoncity.org,Tara Brown
Michigan,Livingston County,Cohoctah Township,Municipal Office,10518 N Antcliff Rd,,Fowlerville,MI,48836,(517) 546-0655,bfearclerk@gmail.com,Barb Fear
Michigan,Livingston County,Conway Township,Municipal Office,8015 North Fowlerville Road,PO Box 1157,Fowlerville,MI,48836,(517) 223-0358,clerk@conwaytownship.com,Elizabeth Whitt
Michigan,Livingston County,Deerfield Township,Municipal Office,4492 Center Rd,,Linden,MI,48451,(517) 546-8760,dclerk@deerfieldtwp.org,Garry Johnston
Michigan,Livingston County,Genoa Township,Municipal Office,2911 Dorr Road,,Brighton,MI,48116,(810) 227-5225,polly@genoa.org,Paulette Skolarus
Michigan,Livingston County,Green Oak Township,Municipal Office,10001 Silver Lake Rd,,Brighton,MI,48116,(810) 231-1333,clerk@greenoaktwp.com,Michael Sedlak
Michigan,Livingston County,Hamburg Township,Municipal Office,10405 Merrill Road,PO Box 157,Hamburg,MI,48139,(810) 231-1000,clerk@hamburg.mi.us,Michael Dolan
Michigan,Livingston County,Handy Township,Municipal Office,135 N Grand Ave,PO Box 189,Fowlerville,MI,48836,(517) 223-3228,elections@handytownship.org,Laura  A. Eisele
Michigan,Livingston County,Hartland Township,Municipal Office,2655 Clark Road,,Hartland,MI,48353,(810) 632-7498,clerk@hartlandtwp.com,Larry Ciofu
Michigan,Livingston County,Howell City,Municipal Office,611 E Grand River Ave,,Howell,MI,48843,(517) 546-3502,elections@cityofhowell.org,Jane Cartwright
Michigan,Livingston County,Howell Township,Municipal Office,3525 Byron Rd,,Howell,MI,48855,(517) 546-2817,clerk@howelltownshipmi.org,Jean Graham
Michigan,Livingston County,Iosco Township,Municipal Office,2050 Bradley,,Webberville,MI,48892,(517) 223-8928,ioscotwp@fnwusers.com,Daniel A. Delmerico
Michigan,Livingston County,Marion Township,Municipal Office,2877 W Coon Lake Rd,,Howell,MI,48843,(517) 546-1588,elections@mariontownship.com,Tammy L. Beal
Michigan,Livingston County,Oceola Township,Municipal Office,1577 N Latson Rd,,Howell,MI,48843,(517) 546-3259,voters@oceolatwp.org,Jaime Clay
Michigan,Livingston County,Putnam Township,Municipal Office,3280 W M-36,,Pinckney,MI,48169,(734) 878-3131,deputyclerk@putnamtwp.us,Sally Guyon
Michigan,Livingston County,Tyrone Township,Municipal Office,8420 Runyan Lake Road,,Fenton,MI,48430,(810) 629-8631,clerk@tyronetownship.us,Marcella Husted
Michigan,Livingston County,Unadilla Township,Municipal Office,126 Webb St.,PO Box 120,Gregory,MI,48137,(517) 861-6026,unadillatwp@yahoo.com,Linda Topping
Michigan,Luce County,Columbus Township,Municipal Office,7459 County Road 415,PO Box 36,McMillan,MI,49853,(906) 293-8946,columbusclerk@yahoo.com,Donald Leech
Michigan,Luce County,Lakefield Township,Municipal Office,24514 Co. Rd. 438,,McMillan,MI,49853,(906) 586-6971,tteed1@wildblue.net,Timothy Teed
Michigan,Luce County,McMillan Township,Municipal Office,405 Newberry Avenue,PO Box 442,Newberry,MI,49868,(906) 293-8798,joe_mcmillantwp@sbcglobal.net,Joseph Villemure
Michigan,Luce County,Pentland Township,Municipal Office,15474 M-28,,Newberry,MI,49868,(906) 293-8755,pentlandtwpclerk@gmail.com,Gregory Rathje
Michigan,Mackinac County,Bois Blanc Township,Municipal Office,431 Sioux Ave,,Pointe Aux Pins,MI,49775,(231) 634-7275,bbiclerk@tds.net,Diane Akright
Michigan,Mackinac County,Brevort Township,Municipal Office,2148w Charles Moran Road,,Moran,MI,49760,(906) 643-6773,brevorttownshipclerk@gmail.com,Heather Stelzer
Michigan,Mackinac County,Clark Township,Municipal Office,207 N. Blindline Road,,Cedarville,MI,49719,(906) 484-2672,clerk@clarktwp.org,Susan Rutledge
Michigan,Mackinac County,Garfield Township,Municipal Office,N6760 State Highway 117,,Engadine,MI,49827,(906) 477-6481,garfieldclerk@lighthouse.net,Paula M Fillman
Michigan,Mackinac County,Hendricks Township,Municipal Office,N5115 Hiawatha Trail,,Naubinway,MI,49762,(517) 581-0456,laurie.collier51@gmail.com,Laurie Collier
Michigan,Mackinac County,Hudson Township,Municipal Office,W9235 Hiawatha Trail,,Naubinway,MI,49762,(906) 430-1801,barbie_sue722@hotmail.com,Barbara Kerridge
Michigan,Mackinac County,Mackinac Island City,Municipal Office,7358 Market Street,,Mackinac Island,MI,49757,(906) 847-3702,clerk@cityofmi.org,Danielle Leach
Michigan,Mackinac County,Marquette Township,Municipal Office,7338 N M-129,,Pickford,MI,49774,(906) 647-5220,renaeleese@gmail.com,Renae Leese
Michigan,Mackinac County,Moran Township,Municipal Office,W1362 Us-2,PO Box 364,St Ignace,MI,49781,(906) 643-8027,moranclerk@lighthouse.net,Kristine R Vallier
Michigan,Mackinac County,Newton Township,Municipal Office,N6113 Second Street,PO Box 83,Gould City,MI,49838,(906) 477-6185,gcfrog@hotmail.com,Nikki Tremblay
Michigan,Mackinac County,Portage Township,Municipal Office,W17361 Davis Street,PO Box 70,Curtis,MI,49820,(906) 586-9522,portageclerk@att.net,Pat Maclachlan
Michigan,Mackinac County,St Ignace City,Municipal Office,396 North State Street,,St Ignace,MI,49781,(906) 643-8545,dclerk@lighthouse.net,Andrea Insley
Michigan,Mackinac County,St Ignace Township,Municipal Office,2980 Mackinac Trail,PO Box 233,St. Ignace,MI,49781,(906) 430-7476,st.ignacetwpclerk@hotmail.com,Sheri Oja
Michigan,Macomb County,Armada Township,Municipal Office,23121 East Main Street,PO Box 578,Armada,MI,48005,(586) 784-5200,clerk@armadatwp.org,Mary K Swiacki
Michigan,Macomb County,Bruce Township,Municipal Office,223 E Gates,,Romeo,MI,48065,(586) 752-4585,elections@brucetwp.org,Susan Brockmann
Michigan,Macomb County,Center Line City,Municipal Office,7070 East Ten Mile,,Center Line,MI,48015,(586) 757-6800,jpockrandt@centerline.gov,Janice Pockrandt
Michigan,Macomb County,Chesterfield Township,Municipal Office,47275 Sugarbush Rd,,Chesterfield,MI,48047-5156,(586) 949-0400,mgeremesz@chesterfieldtwp.org,Cindy Berry
Michigan,Macomb County,Clinton Township,Municipal Office,40700 Romeo Plank Road,,Clinton Township,MI,48038-2900,(586) 723-8051,clerk@clintontownship-mi.gov,Kim Meltzer
Michigan,Macomb County,Eastpointe City,Municipal Office,23200 Gratiot,,Eastpointe,MI,48021,(586) 445-3661,krich@eastpointecity.org,City Clerk
Michigan,Macomb County,Fraser City,Municipal Office,33000 Garfield,,Fraser,MI,48026,(586) 293-3100,kellyd@micityoffraser.com,Kelly Dolland
Michigan,Macomb County,Grosse Pointe Shores City,Municipal Office,795 Lake Shore Rd,,Grosse Pointe Shores,MI,48236,(313) 881-6565,lmichaux@gpshoresmi.gov,Bruce Nichols
Michigan,Macomb County,Harrison Township,Municipal Office,38151 Lanse Creuse Road,,Harrison Township,MI,48045,(586) 466-1406,awit@harrison-township.org,Adam Wit
Michigan,Macomb County,Lenox Township,Municipal Office,63775 Gratiot Ave,,Lenox,MI,48050,(586) 727-2085,lkandell@lenoxtwp.org,Luanne Kandell
Michigan,Macomb County,Macomb Township,Municipal Office,54111 Broughton Road,,Macomb Township,MI,48042,(586) 992-0710,elections@macomb-mi.gov,Kristi L Pozzi
Michigan,Macomb County,Memphis City,Municipal Office,35095 Potter St.,,Memphis,MI,48041,(810) 392-2385,cityofmemphis@comcast.net,Donna Janssens
Michigan,Macomb County,Mount Clemens City,Municipal Office,One Crocker Boulevard,,Mount Clemens,MI,48043,(586) 469-6818,lborgacz@cityofmountclemens.com,Lisa Borgacz
Michigan,Macomb County,New Baltimore City,Municipal Office,36535 Green Street,,New Baltimore,MI,48047,(586) 725-2151,mshinska@cityofnewbaltimore.org,Marcella Shinska
Michigan,Macomb County,Ray Township,Municipal Office,64255 Wolcott Rd,,Ray,MI,48096,(586) 749-5171,clerk@raytwp.org,Lori R Lascoe
Michigan,Macomb County,Richmond City,Municipal Office,36725 Division Road,PO Box 457,Richmond,MI,48062,(586) 727-7571,kstagl@cityofrichmond.net,Karen Stagl
Michigan,Macomb County,Richmond Township,Municipal Office,34900 School Section Road,,Richmond,MI,48062,(586) 727-8998,cathyla80@gmail.com,Catherine  Lafontaine
Michigan,Macomb County,Roseville City,Municipal Office,29777 Gratiot,,Roseville,MI,48066,(586) 445-5443,cityclerk@roseville-mi.gov,Richard M Steenland
Michigan,Macomb County,Shelby Charter Township,Municipal Office,52700 Van Dyke,,Shelby Township,MI,48316,(586) 731-5102,elections@shelbytwp.org,Stanley T Grot
Michigan,Macomb County,St Clair Shores City,Municipal Office,27600 Jefferson Avenue,,St. Clair Shores,MI,48081,(586) 447-3303,marya@scsmi.net,Mary A.  Kotowski
Michigan,Macomb County,Sterling Heights City,Municipal Office,40555 Utica Road,,Sterling Heights,MI,48311-8009,(586) 446-2420,vote@sterling-heights.net,Melanie D Ryska
Michigan,Macomb County,Utica City,Municipal Office,7550 Auburn,,Utica,MI,48317,(586) 739-1600,cityclerk@cityofutica.org,Beth Ricketts
Michigan,Macomb County,Warren City,Municipal Office,"One City Square, Suite 205",,Warren,MI,48093,(586) 574-4557,clerk@cityofwarren.org,Sonja Buffa
Michigan,Macomb County,Washington Township,Municipal Office,57900 Van Dyke,,Washington,MI,48094,(586) 786-0010,elections@washingtontwpmi.org,Kathleen Bosheers
Michigan,Manistee County,Arcadia Township,Municipal Office,3422 Lake St,PO Box 318,Arcadia,MI,49613,(231) 794-0016,clerk@townshipofarcadia.org,Patti Wilson
Michigan,Manistee County,Bear Lake Township,Municipal Office,7771 Lake St,PO Box 187,Bear Lake,MI,49614,(231) 864-3620,dpattisonbltclerk51@gmail.com,Deanna Pattison
Michigan,Manistee County,Brown Township,Municipal Office,9763 Coates Hwy.,,Manistee,MI,49660,(231) 889-5785,tompkep@gmail.com,Pamela Tompke
Michigan,Manistee County,Cleon Township,Municipal Office,16505 Imhoff Drive,,Copemish,MI,49625,(231) 378-2616,cleontownship@acegroup.cc,Amy Herrst
Michigan,Manistee County,Dickson Township,Municipal Office,14270 Coates Hwy,PO Box 39,Brethren,MI,49619,(231) 477-5885,dickson@kaltelnet.net,Wendy Maier
Michigan,Manistee County,Filer Township,Municipal Office,2505 Filer City Rd,,Manistee,MI,49660,(231) 723-3138,filerclerk@twphall.com,Shirley Ball
Michigan,Manistee County,Manistee City,Municipal Office,70 Maple Street,,Manistee,MI,49660,(231) 398-2803,hpefley@manisteemi.gov,Heather Pefley
Michigan,Manistee County,Manistee Township,Municipal Office,410 Holden Street,,Manistee,MI,49660,(231) 723-6507,manisteetwp@gmail.com,Dianne Taylor
Michigan,Manistee County,Maple Grove Township,Municipal Office,9213 Aura St,PO Box 48,Kaleva,MI,49645,(231) 362-3825,mgtclerk@gmail.com,Fran Beldo
Michigan,Manistee County,Marilla Township,Municipal Office,9991 Marilla Rd.,,Copemish,MI,49625,(231) 434-2856,marillaclerk@gmail.com,Betty Buda-Joy
Michigan,Manistee County,Norman Township,Municipal Office,1273 S Seaman Road,PO Box 143,Wellston,MI,49689,(231) 848-4564,normanclerk@yahoo.com,Mary Soule
Michigan,Manistee County,Onekama Township,Municipal Office,5435 Main St,PO Box 458,Onekama,MI,49675,(231) 889-3308,clerk@onekamatwp.org,Michelle Johnson
Michigan,Manistee County,Pleasanton Township,Municipal Office,15435 Pleasanton Hwy,PO Box 145,Bear Lake,MI,49614,(231) 864-3238,amycross85@yahoo.com,Amy Cross
Michigan,Manistee County,Springdale Township,Municipal Office,14750 Old Grade Rd,,Thompsonville,MI,49683,(231) 378-2252,springdaletownship@gmail.com,Penny Nelson
Michigan,Manistee County,Stronach Township,Municipal Office,2471 Main St. #rr3,,Manistee,MI,49660,(231) 398-9029,barbrishel61@gmail.com,Barbara Rishel
Michigan,Marquette County,Champion Township,Municipal Office,5317 U.s. Highway 41,PO Box 126,Champion,MI,49814,(906) 339-2920,champion-tw@sbcglobal.net,Catherine Bowen Plankey
Michigan,Marquette County,Chocolay Township,Municipal Office,5010 Us 41 South,,Marquette,MI,49855,(906) 249-1448,mengle@chocolay.org,Max Engle
Michigan,Marquette County,Ely Township,Municipal Office,1555 County Rd 496,,Ishpeming,MI,49849,(906) 486-6802,clerk@elytwp.com,Kim Wing
Michigan,Marquette County,Ewing Township,Municipal Office,W. Maple Ridge Road,12986 Camp Nine F.75 Rd,Rock,MI,49880,(906) 359-4822,ewingtownshipclerk@yahoo.com,Cindy Haas
Michigan,Marquette County,Forsyth Township,Municipal Office,186 W Flint St,PO Box 1360,Gwinn,MI,49841,(906) 346-9217,election@forsythtwpmi.org,Michelle Borrett
Michigan,Marquette County,Humboldt Township,Municipal Office,244 County Rd Faf,,Champion,MI,49814,(906) 339-2927,clerk@humboldt.town,Sarah Etelamaki
Michigan,Marquette County,Ishpeming City,Municipal Office,100 E. Division Street,,Ishpeming,MI,49849,(906) 485-1091,cathysmith@ishpemingcity.org,Cathy Smith
Michigan,Marquette County,Ishpeming Township,Municipal Office,1575 Us 41 West,,Ishpeming,MI,49849,(906) 485-5411,ishtwp@ishpemingtownship.com,Cory Beth Grigg
Michigan,Marquette County,Marquette City,Municipal Office,300 W Baraga Ave,,Marquette,MI,49855,(906) 228-0430,clerk@marquettemi.gov,Kyle Whitney
Michigan,Marquette County,Marquette Township,Municipal Office,1000 Commerce Drive,,Marquette,MI,49855,(906) 228-6220,loisstonehouse@marquettetownship.org,Randy Ritari
Michigan,Marquette County,Michigamme Township,Municipal Office,PO Box 220,,Michigamme,MI,49861,(906) 323-6608,,Neil Hanson
Michigan,Marquette County,Negaunee City,Municipal Office,319 W Case St,PO Box 70,Negaunee,MI,49866,(906) 475-7700,clerk@cityofnegaunee.com,Judith Iwanski
Michigan,Marquette County,Negaunee Township,Municipal Office,42 M-35,,Negaunee,MI,49866,(906) 475-7869,rsertich@negauneetownship.org,Rachel Sertich
Michigan,Marquette County,Powell Township,Municipal Office,101 Bensinger,PO Box 319,Big Bay,MI,49808,(906) 345-9345,clerk@powelltownship.org,Samantha Morin
Michigan,Marquette County,Republic Township,Municipal Office,279 W Kloman Ave,PO Box 338,Republic,MI,49879,(906) 376-8827,repclerk@northpines.net,Marilyn Brancheau
Michigan,Marquette County,Richmond Township,Municipal Office,100 Smith St,PO Box 35,Palmer,MI,49871,(906) 475-4180,richtwpup@yahoo.com,Patricia Korpi
Michigan,Marquette County,Sands Township,Municipal Office,987 S M-553,,Gwinn,MI,49841,(906) 249-9169,clerk@sandstownship.org,Lee Yelle
Michigan,Marquette County,Skandia Township,Municipal Office,224 Kreiger Driive,,Skandia,MI,49885,(906) 942-7338,ketomaki@aol.com,Marilyn Keto
Michigan,Marquette County,Tilden Township,Municipal Office,3145 County Road Pg,,Ishpeming,MI,49849,(906) 486-6580,tildentwp@tildentwp.org,Jason Brown
Michigan,Marquette County,Turin Township,Municipal Office,3132 County Road 444,,Rock,MI,49880,(906) 356-6872,brunngraeber@gmail.com,Gary  Brunngraeber
Michigan,Marquette County,Wells Township,Municipal Office,38295 County Road 426,,Arnold,MI,49819,(906) 238-4312,plm@alphacomm.net,Patti Manninen
Michigan,Marquette County,West Branch Township,Municipal Office,1016 County Road 545,,Skandia,MI,49885,(906) 942-7400,wbtwp@tds.net,Michelle Christal
Michigan,Mason County,Amber Township,Municipal Office,193 S. Gordon Rd.,171 S. Amber Road,Scottville,MI,49454,(231) 613-5533,amber-twp_masonco@hotmail.com,Theresa Rohde
Michigan,Mason County,Branch Township,Municipal Office,9387 East Young Rd,,Branch,MI,49402,(231) 690-6137,branchtwpclerk@gmail.com,Kimberly Tenney
Michigan,Mason County,Custer Township,Municipal Office,1950 E Us-10,PO Box 111,Custer,MI,49405,(231) 936-1278,aml16custertownship@gmail.com,Ann Larr
Michigan,Mason County,Eden Township,Municipal Office,5327 S. Eden Lake Road,,Custer,MI,49405,(231) 233-6867,edentwp49405@gmail.com,Julie Van Dyke
Michigan,Mason County,Free Soil Township,Municipal Office,497 East Free Soil Road,,Free Soil,MI,49411,(231) 464-5825,fstwpclerk@gmail.com,Lynda Papes
Michigan,Mason County,Grant Township,Municipal Office,8969 N Us 31,,Freesoil,MI,49411-9802,(231) 464-5473,mary_janowiak@yahoo.com,Mary Jo Janowiak
Michigan,Mason County,Hamlin Township,Municipal Office,5437 Angling Road,3775 N. Jebavy Drive,Ludington,MI,49431-9517,(231) 845-0092,hamlintwp@hamlintownship.org,Catherine Lewis
Michigan,Mason County,Logan Township,Municipal Office,7698 Washington Rd,,Branch,MI,49402,(231) 898-3968,logantownshipmi@gmail.com,John Kampfschulte
Michigan,Mason County,Ludington City,Municipal Office,400 S Harrison St,,Ludington,MI,49431,(231) 845-6237,dlluskin@ci.ludington.mi.us,Deborah L. Luskin
Michigan,Mason County,Meade Township,Municipal Office,9092 N. Schoenherr Road,,Free Soil,MI,49411,(231) 464-5813,bhasenbank@gmail.com,Sue Hasenbank
Michigan,Mason County,Pere Marquette Charter Twp,Municipal Office,1699 S Pere Marquette Hwy,,Ludington,MI,49431,(231) 845-1277,elections@pmtwp.org,Rachelle Enbody
Michigan,Mason County,Riverton Township,Municipal Office,535 W. Kistler Road,,Scottville,MI,49454,(231) 757-2113,cindygerbers@gmail.com,Cindy Gerbers
Michigan,Mason County,Scottville City,Municipal Office,105 N Main,,Scottville,MI,49454,(231) 757-4729,clerk@cityofscottville.org,Kelse R Lester
Michigan,Mason County,Sheridan Township,Municipal Office,3588 N. Morse Road,,Fountain,MI,49410,(231) 462-3565,sheridan5312@yahoo.com,Marlynn Gulembo
Michigan,Mason County,Sherman Township,Municipal Office,3566 North Custer Road,,Scottville,MI,49454,(231) 462-3205,clerk.sherman.mason@gmail.com,Kurt D. Lubben
Michigan,Mason County,Summit Township,Municipal Office,4879 W. Deren Rd,,Ludington,MI,49431,(231) 843-0430,summittownship@yahoo.com,Kay Deanda
Michigan,Mason County,Victory Township,Municipal Office,4118 N. Victory Corner Road,,Ludington,MI,49431,(231) 843-3607,begeler1996@gmail.com,Barbara Egeler
